TAZ,origins_eet,destinations_eet,origins_mc,destinations_mc
4013.0,4859,3354,4893,3401
4014.0,381,1494,337,1442
4015.0,2316,687,2263,674
4016.0,1034,354,1051,373
4017.0,156,23,149,30
4018.0,1741,893,1779,880
4019.0,1821,468,1850,436
4020.0,429,5386,439,5349
4021.0,1309,700,1365,676
4022.0,15,2626,11,2664
4023.0,1977,714,2010,706
4024.0,496,132,496,135
4025.0,235,57,243,50
4026.0,1390,431,1364,410
4027.0,408,101,398,119
4028.0,1036,480,1047,528
4029.0,24,57,25,50
4030.0,1,3,0,5
4031.0,6594,1158,6598,1143
4032.0,671,147,677,177
4033.0,391,70,343,61
4034.0,861,415,911,501
4035.0,868,149,878,151
4036.0,12,172,13,165
4037.0,54,149,46,134
4038.0,1491,308,1497,284
4039.0,906,1607,871,1639
4040.0,357,136,385,133
4041.0,245,41,256,36
4042.0,816,172,798,156
4044.0,455,76,455,62
4045.0,926,247,970,257
4046.0,193,341,196,302
4047.0,168,161,203,186
4048.0,520,417,533,414
4049.0,1704,532,1755,577
4050.0,836,181,866,192
4051.0,555,135,504,122
4052.0,1606,859,1561,866
4053.0,6565,3109,6519,3008
4054.0,478,109,482,107
4055.0,1502,501,1513,465
4056.0,529,113,563,110
4057.0,359,80,363,84
4058.0,2462,2293,2454,2316
4059.0,824,2036,832,2214
4060.0,2732,541,2621,507
4061.0,884,283,941,288
4062.0,22,350,24,342
4063.0,873,224,861,172
4064.0,210,44,221,54
4065.0,1754,1608,1805,1711
4066.0,638,445,619,491
4067.0,1180,2289,1205,2351
4068.0,1548,388,1492,394
4069.0,6,19,7,15
4070.0,9539,8226,9693,8194
4071.0,3935,762,3943,807
4072.0,609,2367,630,2365
4073.0,67,388,84,426
4074.0,57,39,60,32
4075.0,998,622,1002,578
4076.0,435,99,411,121
4077.0,368,68,367,101
4078.0,4,2,3,3
4079.0,1163,358,1089,324
4080.0,345,133,366,115
4081.0,1300,329,1321,286
4082.0,250,64,259,57
4083.0,462,143,467,133
4084.0,871,185,882,207
4085.0,1003,196,979,169
4086.0,4905,1708,4931,1728
4087.0,217,33,227,41
4088.0,1455,2083,1422,2103
4089.0,798,210,743,178
4090.0,3368,3252,3328,3365
4091.0,753,241,725,246
4092.0,927,215,923,224
4093.0,902,177,913,161
4094.0,509,1359,488,1369
4095.0,464,163,473,128
4096.0,1434,345,1498,348
4097.0,9,126,20,149
4098.0,3044,874,3147,881
4099.0,1121,745,1122,697
4100.0,56,1580,53,1571
4101.0,331,49,369,42
4102.0,983,502,973,470
4103.0,474,1543,440,1480
4104.0,111,1868,106,1748
4105.0,644,161,647,144
4106.0,81,378,94,363
4109.0,376,539,363,506
4110.0,1486,726,1535,760
4111.0,1780,1657,1658,1648
4112.0,1518,1443,1530,1547
4113.0,1446,3200,1550,3266
4114.0,36,151,46,140
4115.0,1207,2067,1238,2128
4116.0,12,57,13,41
4118.0,254,36,239,40
4119.0,2,23,0,8
4120.0,25,53,45,41
4121.0,3525,1034,3454,1168
4122.0,63,67,54,62
4123.0,98,2044,103,2162
4124.0,1089,239,1113,245
4125.0,176,4130,145,4008
4126.0,1514,1553,1536,1602
4128.0,364,3150,373,3158
4130.0,169,222,191,218
4131.0,2158,833,2173,829
4132.0,83,24,93,12
4133.0,978,347,969,306
4134.0,339,1382,368,1491
4135.0,36,508,29,481
4136.0,206,34,196,33
4137.0,1518,368,1565,369
4138.0,877,364,939,349
4139.0,1054,254,1147,273
4140.0,1849,378,1832,390
4141.0,1905,2265,1881,2238
4142.0,722,492,698,526
4143.0,186,78,191,109
4144.0,1088,264,1010,215
4145.0,6,3,3,3
4146.0,1226,328,1167,361
4147.0,29,343,38,361
4148.0,1052,273,1027,272
4149.0,259,105,220,68
4150.0,1029,316,1063,334
4151.0,576,204,597,181
4152.0,1954,353,1977,393
4153.0,849,2485,872,2448
4154.0,343,78,350,96
4155.0,141,16,178,13
4156.0,2748,584,2779,559
4157.0,146,3866,164,3874
4158.0,227,56,244,51
4159.0,151,22,142,26
4160.0,1465,866,1426,846
4161.0,102,12,105,16
4162.0,20,73,12,45
4163.0,1884,1761,1873,1820
4164.0,1162,891,1231,880
4165.0,1079,308,1118,328
4166.0,1314,598,1402,583
4167.0,770,483,764,500
4168.0,5,2538,6,2561
4169.0,38,405,21,407
4170.0,2198,600,2240,648
4171.0,841,259,849,272
4172.0,2755,2406,2726,2238
4173.0,7655,4328,7656,4484
4174.0,2922,4418,2915,4496
4175.0,5151,1048,5048,969
4176.0,5243,3706,5329,3677
4177.0,1673,639,1724,675
4178.0,4830,2533,4899,2684
4179.0,418,1972,384,1925
4180.0,614,1257,699,1305
4182.0,294,360,284,349
4183.0,109,1355,124,1447
4184.0,12,90,10,91
4185.0,199,788,174,746
4186.0,23,102,25,118
4187.0,97,396,97,388
4188.0,95,478,94,474
4189.0,593,134,605,170
4190.0,292,165,292,167
4191.0,1207,325,1243,320
4192.0,44,11,32,12
4193.0,167,101,192,93
4194.0,1559,1123,1467,1132
4195.0,183,657,158,601
4196.0,1536,388,1501,397
4197.0,109,358,111,407
4198.0,331,114,324,104
4199.0,1561,2639,1554,2673
4201.0,336,405,378,411
4202.0,1387,595,1348,614
4203.0,27,669,41,668
4205.0,778,184,778,204
4206.0,4629,2160,4580,2245
4207.0,1621,274,1631,293
4208.0,356,476,372,465
4209.0,63,970,64,958
4210.0,47,21,49,12
4211.0,1642,830,1674,782
4212.0,181,186,158,181
4213.0,365,2321,357,2384
4214.0,721,222,745,234
4215.0,74,1213,82,1223
4216.0,644,190,689,160
4217.0,793,243,867,232
4218.0,210,3775,225,3721
4219.0,419,2585,409,2614
4220.0,3348,1034,3305,1089
4222.0,720,628,694,628
4223.0,60,386,66,380
4224.0,547,2602,493,2530
4225.0,1103,690,1054,700
4226.0,62,12,56,8
4227.0,1866,2463,1948,2548
4228.0,326,431,333,463
4229.0,735,1207,738,1274
4231.0,427,2262,387,2056
4232.0,152,1155,147,1194
4233.0,1147,273,1139,239
4234.0,11,2637,7,2612
4235.0,1423,1692,1362,1613
4236.0,261,6370,260,6353
4237.0,563,335,605,368
4238.0,467,123,441,100
4239.0,1006,399,1087,441
4240.0,507,125,529,131
4241.0,10,3593,10,3586
4242.0,1855,1059,1915,1112
4243.0,1683,792,1776,866
4244.0,191,4796,211,4754
4246.0,873,6844,871,6971
4247.0,114,1678,104,1603
4249.0,13,29,15,31
4250.0,15,97,15,102
4251.0,14,140,13,153
4252.0,4669,2678,4512,2621
4253.0,180,1811,161,1749
4254.0,103,8,91,10
4255.0,2442,646,2435,691
4256.0,67,162,64,146
4257.0,243,20,233,29
4258.0,2345,1283,2325,1307
4259.0,1099,883,1132,884
4260.0,7995,2536,7982,2465
4261.0,81,12,77,13
4263.0,1012,1034,961,1011
4264.0,1081,2771,1084,2651
4265.0,2221,2972,2276,2757
4266.0,3513,1453,3362,1585
4267.0,337,10328,385,10476
4269.0,2084,612,2109,616
4270.0,2575,769,2625,772
4271.0,424,255,482,234
4272.0,1357,405,1336,399
4273.0,974,330,931,327
4274.0,109,827,84,830
4275.0,130,617,117,619
4276.0,1060,216,967,216
4277.0,324,93,315,92
4278.0,367,98,366,93
4279.0,162,2484,136,2502
4280.0,3052,4731,3056,4629
4281.0,332,61,307,66
4282.0,2397,2552,2394,2514
4283.0,2789,713,2745,682
4284.0,279,252,314,290
4285.0,895,1210,894,1172
4286.0,774,1464,756,1393
4287.0,719,297,716,287
4288.0,4678,2594,4621,2570
4289.0,482,929,463,976
4290.0,59,57,72,66
4291.0,3642,2574,3613,2561
4292.0,117,881,116,831
4293.0,142,1648,144,1548
4294.0,1487,1952,1422,1960
4295.0,919,228,880,243
4296.0,380,74,361,108
4297.0,0,3,0,6
4298.0,2312,460,2306,440
4299.0,205,1913,166,1712
4302.0,73,484,68,459
4304.0,2766,839,2769,827
4305.0,4375,4543,4229,4644
4306.0,1611,544,1719,519
4307.0,107,1632,95,1659
4308.0,3113,936,3157,1019
4309.0,2184,1133,2204,1135
4310.0,469,1229,469,1139
4311.0,2867,918,2884,892
4312.0,797,678,813,713
4313.0,111,1630,98,1640
4314.0,1560,972,1661,1283
4315.0,488,831,523,830
4316.0,992,1767,943,1838
4317.0,621,91,616,88
4318.0,264,47,252,47
4319.0,2601,670,2664,690
4320.0,554,115,565,144
4321.0,2321,629,2281,620
4322.0,58,281,52,287
4323.0,435,1544,399,1507
4324.0,31,185,29,204
4325.0,265,2118,239,2134
4326.0,2285,3239,2260,3093
4327.0,57,290,63,264
4328.0,480,137,444,117
4329.0,4244,759,4196,729
4330.0,315,83,320,78
4332.0,980,203,1051,216
4333.0,719,108,679,100
4334.0,916,246,943,271
4335.0,2392,1623,2366,1622
4336.0,4765,1856,4730,1851
4337.0,911,183,897,199
4338.0,2238,598,2329,605
4339.0,1545,1594,1658,1647
4340.0,2725,2269,2621,2174
4341.0,4,10,3,13
4343.0,2047,478,2024,461
4344.0,1131,204,1099,201
4345.0,1796,454,1821,493
4346.0,390,1203,396,1178
4347.0,1071,204,1090,205
4348.0,701,150,686,180
4349.0,1794,2783,1855,2876
4350.0,2453,1053,2316,1008
4351.0,1614,356,1621,354
4353.0,32,158,29,145
4355.0,996,206,964,203
4356.0,2086,1594,2132,1546
4357.0,256,925,245,979
4358.0,880,622,860,632
4359.0,1164,212,1177,231
4360.0,2390,598,2351,561
4361.0,1850,5136,1840,5041
4362.0,3429,1844,3328,1551
4363.0,642,99,688,109
4364.0,387,1597,412,1738
4365.0,41,8,39,3
4366.0,1352,313,1358,262
4367.0,13,106,3,80
4368.0,3267,756,3280,724
4369.0,826,1973,802,2088
4370.0,3175,1174,3324,1192
4371.0,8,25,1,12
4372.0,2308,2818,2363,2749
4373.0,1254,4493,1211,4326
4374.0,462,346,405,326
4375.0,286,1681,313,1663
4376.0,2527,1066,2493,1007
4377.0,418,116,401,118
4378.0,1180,994,1148,972
4379.0,4,2623,5,2601
4380.0,1688,304,1539,280
4381.0,427,174,430,173
4382.0,208,51,206,53
4383.0,974,268,1051,270
4384.0,1512,841,1569,823
4385.0,962,317,894,318
4386.0,328,264,328,265
4387.0,3734,3132,3670,3190
4388.0,25,238,26,205
4389.0,2901,1936,2750,1831
4390.0,3275,3328,3327,3388
4391.0,1121,2221,1140,2199
4392.0,300,107,325,118
4394.0,2241,655,2231,660
4395.0,973,173,927,156
4396.0,418,311,450,308
4397.0,268,1170,262,1232
4398.0,1321,1316,1348,1160
4399.0,9,87,17,117
4400.0,2496,429,2537,474
4401.0,631,114,634,135
4402.0,1778,2535,1799,2589
4403.0,491,270,495,288
4404.0,1211,241,1111,240
4405.0,330,202,301,174
4406.0,7,95,8,96
4407.0,609,169,662,174
4408.0,1543,297,1587,311
4409.0,3696,1917,3685,1815
4410.0,723,182,697,194
4411.0,407,85,421,70
4413.0,1255,341,1195,340
4414.0,124,520,126,560
4415.0,2115,1542,2153,1550
4417.0,1294,328,1231,302
4418.0,37,2535,31,2640
4419.0,779,178,805,156
4420.0,94,373,92,356
4421.0,452,71,497,77
4422.0,865,2691,881,2722
4423.0,1960,2354,1901,2168
4425.0,3624,1815,3742,1763
4426.0,3815,946,3790,930
4427.0,66,726,53,705
4428.0,255,88,254,104
4429.0,1807,1182,1789,1111
4430.0,745,177,717,201
4431.0,113,2717,132,2732
4432.0,31,729,45,804
4433.0,204,725,204,762
4434.0,905,823,874,786
4435.0,97,451,123,519
4436.0,103,201,104,189
4437.0,2977,674,2845,612
4438.0,46,3,42,14
4439.0,359,78,352,88
4440.0,567,1563,607,1544
4441.0,451,177,435,171
4442.0,903,286,922,236
4443.0,363,136,362,145
4444.0,1052,2409,1107,2393
4445.0,1749,631,1793,715
4446.0,1,8,0,10
4447.0,1446,428,1367,411
4448.0,3548,5612,3441,5530
4449.0,868,170,812,181
4450.0,5,75,3,71
4451.0,668,173,675,200
4452.0,203,162,224,174
4453.0,956,300,980,245
4454.0,310,95,335,97
4455.0,1610,763,1694,698
4457.0,34,409,41,394
4458.0,1696,1413,1577,1388
4459.0,172,67,148,136
4460.0,2095,353,2025,393
4461.0,575,153,596,195
4462.0,441,70,412,86
4463.0,14,53,15,55
4464.0,38,34,64,36
4465.0,2895,5929,2877,5738
4467.0,1081,238,1104,265
4468.0,67,291,80,310
4469.0,719,481,689,526
4470.0,1647,1467,1706,1496
4471.0,78,373,69,331
4472.0,873,255,936,239
4473.0,319,60,286,62
4474.0,1178,291,1211,324
4475.0,2052,4226,2112,4288
4476.0,884,527,887,507
4477.0,551,192,556,193
4478.0,2920,1746,2966,1765
4479.0,201,2633,193,2482
4480.0,652,223,647,198
4481.0,242,86,238,71
4482.0,1374,401,1369,432
4483.0,1429,1699,1434,1863
4484.0,1701,5506,1712,5451
4485.0,998,1041,1058,1027
4486.0,1813,1099,1899,1123
4487.0,1268,388,1234,366
4488.0,506,2808,478,2800
4489.0,712,1299,678,1341
4490.0,142,254,189,260
4491.0,1236,408,1232,367
4492.0,533,173,552,136
4493.0,1020,785,956,836
4494.0,173,39,210,33
4495.0,66,81,63,97
4496.0,1232,375,1276,440
4497.0,1654,648,1648,680
4498.0,2156,1305,2154,1330
4499.0,1444,473,1332,450
4500.0,954,274,924,254
4501.0,1912,602,1902,621
4502.0,219,684,244,662
4503.0,385,1656,380,1656
4504.0,581,1037,563,993
4505.0,2179,2025,2123,1983
4506.0,1509,283,1452,267
4507.0,116,124,124,97
4508.0,2179,447,2096,410
4509.0,298,360,271,372
4510.0,1008,610,952,626
4511.0,27,2,44,2
4512.0,5,27,5,21
4513.0,0,1,2,4
4514.0,7,36,5,52
4515.0,850,197,809,182
4516.0,1150,928,1100,929
4517.0,2286,1502,2345,1578
4518.0,865,244,820,252
4519.0,1000,598,1001,619
4520.0,267,88,230,79
4521.0,44,27,66,27
4522.0,273,2495,302,2500
4523.0,576,512,538,500
4524.0,1070,245,1090,254
4525.0,3520,1280,3528,1303
4526.0,251,12,240,24
4527.0,1006,215,919,225
4528.0,2421,554,2430,604
4529.0,440,3477,459,3453
4530.0,1938,1947,1916,1787
4531.0,20,213,23,222
4532.0,365,97,390,94
4533.0,1288,1586,1293,1579
4534.0,94,102,118,129
4535.0,1323,374,1311,372
4536.0,54,529,48,496
4537.0,551,2395,521,2294
4538.0,1380,346,1359,373
4539.0,210,591,178,601
4540.0,33,388,31,356
4541.0,973,159,917,134
4542.0,170,50,182,49
4543.0,355,92,351,84
4544.0,680,1265,675,1299
4545.0,763,222,759,261
4546.0,42,2327,59,2364
4547.0,24,48,22,50
4548.0,2405,818,2288,795
4551.0,0,6,2,8
4552.0,1063,287,1052,300
4553.0,537,548,513,564
4554.0,1494,347,1562,361
4555.0,609,726,628,733
4556.0,822,147,766,166
4557.0,166,32,172,37
4559.0,4,0,4,1
4560.0,1227,533,1232,542
4561.0,1149,1626,1171,1620
4562.0,862,2546,885,2514
4563.0,672,359,676,314
4564.0,1315,253,1335,272
4565.0,1029,351,1039,321
4566.0,178,1086,189,1053
4567.0,498,103,481,79
4568.0,1762,808,1773,773
4569.0,3144,842,3136,861
4570.0,352,78,342,53
4571.0,1203,328,1256,323
4572.0,2672,701,2639,709
4573.0,418,104,411,126
4574.0,669,188,630,187
4575.0,1699,342,1708,345
4576.0,354,2733,364,2755
4577.0,622,212,595,174
4578.0,1195,82,1184,97
4580.0,497,156,503,196
4581.0,5,5,6,5
4583.0,383,99,390,110
4584.0,1456,300,1390,316
4585.0,827,1999,832,1950
4586.0,55,4,52,10
4589.0,658,802,607,809
4590.0,1019,249,975,255
4591.0,351,86,413,109
4592.0,196,32,193,32
4593.0,2954,646,3000,701
4594.0,362,126,357,126
4595.0,276,95,299,104
4596.0,551,136,521,119
4598.0,270,254,321,235
4599.0,583,222,592,210
4600.0,817,2843,829,2822
4601.0,875,117,828,117
4602.0,507,1740,522,1747
4603.0,1104,241,1140,253
4604.0,2206,919,2215,901
4605.0,268,66,266,64
4606.0,483,98,467,100
4607.0,102,16,109,41
4608.0,389,91,342,69
4609.0,199,62,202,63
4610.0,271,87,258,78
4612.0,867,198,853,214
4614.0,407,79,351,91
4615.0,311,83,278,75
4616.0,287,79,294,84
4617.0,1501,2902,1560,3042
4618.0,99,20,110,12
4619.0,296,114,287,78
4620.0,459,76,448,84
4621.0,5,1,1,2
4622.0,273,110,304,116
4623.0,254,41,261,33
4624.0,979,198,1035,204
4625.0,88,118,91,134
4626.0,359,73,357,49
4627.0,620,80,631,63
4628.0,91,54,97,57
4629.0,1826,484,1877,538
4630.0,104,31,112,35
4631.0,98,11,97,10
4632.0,70,180,67,190
4633.0,118,277,104,236
4634.0,194,110,208,142
4635.0,1871,341,1838,331
4636.0,154,347,177,379
4637.0,846,295,899,311
4638.0,53,48,53,65
4639.0,21,2,12,3
4640.0,306,59,296,38
4641.0,154,1239,170,1155
4642.0,932,276,957,295
4643.0,386,196,408,166
4644.0,341,69,353,77
4645.0,462,85,472,73
4646.0,352,78,350,115
4647.0,106,28,126,25
4648.0,555,60,569,90
4649.0,246,430,215,494
4650.0,74,769,63,756
4651.0,512,121,480,114
4652.0,389,80,354,69
4653.0,792,159,816,192
4654.0,905,187,942,194
4655.0,84,76,96,95
4657.0,242,416,242,365
4658.0,811,538,788,530
4659.0,404,167,432,182
4660.0,597,564,581,559
4661.0,311,404,296,412
4662.0,726,169,750,175
4663.0,1146,1406,1109,1323
4664.0,646,108,646,105
4665.0,1673,2423,1688,2325
4666.0,447,135,434,145
4667.0,4,1,5,1
4668.0,157,19,145,36
4669.0,1310,418,1285,416
4670.0,861,188,847,169
4671.0,187,712,205,727
4672.0,66,24,63,25
4673.0,64,207,70,192
4674.0,1573,4824,1509,4887
4675.0,722,835,750,871
4676.0,1,3,9,2
4677.0,634,693,647,699
4678.0,540,1014,514,1007
4679.0,252,917,270,908
4680.0,486,79,544,83
4681.0,156,88,148,104
4682.0,696,615,738,608
4683.0,713,149,675,166
4684.0,406,764,390,735
4685.0,592,436,623,454
4686.0,386,140,418,121
4687.0,132,18,122,21
4688.0,379,77,350,59
4689.0,575,499,549,565
4690.0,338,599,357,596
4691.0,324,417,344,434
4692.0,30,6,30,2
4693.0,211,38,217,25
4694.0,412,102,393,59
4695.0,418,1375,451,1354
4696.0,463,84,474,77
4697.0,1001,270,969,232
4698.0,336,616,330,623
4699.0,225,30,239,30
4700.0,361,398,364,450
4701.0,2,5,4,14
4702.0,354,173,360,163
4703.0,339,55,370,72
4704.0,669,156,709,249
4705.0,277,70,267,72
4706.0,915,149,917,117
4707.0,271,118,270,130
4708.0,348,456,358,499
4709.0,1256,1719,1274,1795
4710.0,271,59,287,72
4711.0,120,33,145,32
4712.0,396,82,375,59
4713.0,547,1464,587,1423
4714.0,82,31,89,30
4715.0,287,45,328,34
4716.0,318,52,299,61
4717.0,197,35,217,39
4718.0,794,503,773,465
4719.0,1013,230,1010,249
4720.0,381,125,390,133
4721.0,696,243,609,264
4722.0,559,98,540,102
4723.0,145,15,162,37
4724.0,390,64,383,36
4725.0,381,356,390,330
4726.0,426,62,428,63
4727.0,970,156,976,151
4728.0,510,128,527,155
4729.0,1120,555,1140,603
4730.0,2,6,0,4
4731.0,410,74,447,101
4732.0,223,28,215,45
4733.0,113,776,117,790
4734.0,133,27,121,31
4735.0,1275,296,1264,280
4736.0,15,5,11,1
4737.0,35,1,33,3
4738.0,220,39,229,35
4739.0,133,37,114,35
4740.0,239,68,246,81
4741.0,1040,227,1036,207
4742.0,496,77,487,80
4743.0,425,71,423,63
4744.0,1640,798,1673,743
4745.0,832,193,825,167
4746.0,511,85,511,103
4747.0,2337,722,2341,658
4748.0,538,1725,523,1747
4749.0,39,91,52,91
4750.0,234,53,244,43
4751.0,54,9,64,4
4752.0,489,100,517,90
4753.0,592,1430,583,1450
4754.0,916,1332,973,1336
4755.0,394,46,329,36
4756.0,300,47,324,49
4759.0,173,40,175,44
4760.0,106,34,98,26
4761.0,859,280,831,239
4762.0,400,168,418,178
4763.0,205,42,227,40
4764.0,887,193,861,226
4765.0,86,4,110,6
4766.0,626,91,716,95
4767.0,19,17,27,17
4768.0,677,280,656,310
4769.0,80,117,69,132
4770.0,191,42,179,45
4771.0,1079,1387,993,1397
4772.0,1691,323,1675,343
4773.0,206,38,208,50
4774.0,516,110,523,114
4775.0,858,248,799,234
4776.0,353,96,380,75
4777.0,668,379,650,414
4778.0,735,1270,771,1306
4779.0,973,212,969,181
4780.0,683,135,667,143
4781.0,51,11,50,15
4782.0,1799,610,1851,624
4783.0,1273,316,1215,323
4784.0,31,439,40,456
4785.0,210,24,227,24
4786.0,500,148,502,106
4787.0,246,73,252,58
4788.0,246,86,222,93
4789.0,160,647,162,702
4790.0,1890,570,1934,548
4791.0,387,986,397,970
4792.0,243,46,246,38
4793.0,514,294,546,299
4794.0,551,68,569,58
4795.0,640,262,605,241
4796.0,790,172,850,157
4797.0,86,88,84,97
4798.0,52,10,59,11
4799.0,479,96,510,108
4800.0,1013,248,1076,241
4801.0,163,89,190,70
4802.0,1405,1523,1473,1484
4803.0,122,37,126,38
4804.0,805,489,787,478
4805.0,657,151,621,130
4806.0,339,59,309,65
4807.0,923,972,905,1004
4808.0,9,1,11,2
4809.0,200,61,202,78
4810.0,69,13,97,8
4811.0,365,56,347,63
4812.0,650,140,603,124
4813.0,363,121,358,118
4814.0,71,5,71,2
4815.0,78,14,101,12
4816.0,34,108,36,121
4817.0,1067,203,1069,208
4820.0,275,139,259,113
4821.0,97,12,103,23
4822.0,0,3,0,0
4823.0,86,16,77,8
4824.0,207,384,210,334
4825.0,486,57,504,64
4826.0,28,854,35,799
4827.0,548,91,582,111
4828.0,43,517,38,460
4829.0,408,250,427,243
4830.0,1,1,1,0
4831.0,113,18,97,21
4832.0,274,29,284,39
4833.0,14,7,25,10
4834.0,506,92,495,73
4835.0,179,37,151,31
4836.0,155,20,199,31
4837.0,165,20,167,23
4838.0,146,20,170,33
4839.0,149,29,162,27
4840.0,15,127,15,116
4841.0,250,37,227,33
4842.0,156,16,162,22
4843.0,155,17,151,16
4844.0,26,4,29,7
4845.0,174,32,148,26
4846.0,167,39,179,47
4847.0,34,7,40,10
4848.0,1231,313,1135,275
4849.0,328,135,332,142
4850.0,58,3,60,9
4851.0,53,91,53,60
4852.0,90,16,83,9
4853.0,101,180,87,198
4854.0,47,15,60,19
4855.0,41,5,43,6
4856.0,89,65,89,78
4857.0,236,43,236,27
4858.0,30,7,28,8
4859.0,67,37,74,27
4860.0,21,12,25,12
4861.0,53,333,50,328
4862.0,474,516,469,478
4863.0,116,1552,120,1587
4864.0,724,689,685,624
4865.0,341,54,307,47
4866.0,60,21,59,20
4867.0,411,112,432,120
4868.0,87,18,91,17
4869.0,646,227,599,199
4870.0,267,75,249,63
4871.0,129,46,146,52
4872.0,549,146,596,132
4873.0,47,18,36,10
4874.0,72,18,66,13
4875.0,62,6,47,6
4876.0,94,24,95,26
4877.0,54,422,58,410
4878.0,45,23,54,31
4879.0,302,57,283,67
4880.0,287,63,266,62
4881.0,47,14,73,18
4882.0,1265,948,1195,979
4883.0,286,66,311,94
4884.0,243,939,234,837
4885.0,793,270,754,281
4886.0,645,191,617,193
4887.0,17,39,22,34
4888.0,141,164,158,189
4889.0,331,88,351,105
4890.0,195,48,168,42
4891.0,4,637,7,616
4892.0,652,122,647,119
4893.0,140,20,152,25
4894.0,26,3,26,2
4896.0,1601,671,1622,622
4897.0,226,44,255,43
4898.0,66,15,49,23
4899.0,23,2,22,4
4900.0,37,8,34,4
4901.0,51,13,39,10
4902.0,103,29,115,29
4903.0,9,16,13,12
4904.0,123,28,120,38
4905.0,30,1587,31,1290
4906.0,17,129,8,135
4907.0,54,278,44,251
4908.0,383,78,377,63
4909.0,188,65,183,89
4910.0,3,67,3,73
4911.0,37,65,39,64
4912.0,13,49,14,33
4913.0,237,54,257,63
4914.0,157,20,125,16
4915.0,400,84,397,94
4916.0,24,16,35,15
4917.0,79,15,111,14
4918.0,1,2,0,0
4919.0,72,6,64,4
4920.0,8,7,9,4
4921.0,18,87,11,80
4922.0,54,6,52,9
4923.0,2,99,1,99
4924.0,118,32,132,42
4925.0,8,17,6,12
4926.0,36,41,42,51
4927.0,452,91,469,113
4928.0,12,2,21,2
4929.0,220,103,223,101
4930.0,186,37,190,35
4931.0,426,212,379,233
4932.0,3,39,1,33
4933.0,108,104,104,134
4934.0,15,2,13,1
4935.0,138,30,129,21
4936.0,51,3,38,1
4937.0,0,1,1,6
4938.0,384,106,367,85
4939.0,136,11,137,19
4941.0,68,8,75,7
4942.0,199,121,212,116
4943.0,42,8,47,5
4944.0,339,101,382,111
4945.0,3,42,1,43
4947.0,17,1,19,1
,7073,63563,7149,63792
